dr,L1_error,L2_error,Linfty_error
0.05555555555555555,2.4390715682720554e-06,2.8090353429598995e-06,4.069190300270975e-06
0.02631578947368421,1.0871326804950954e-05,1.2370339442474783e-05,1.7951924450976264e-05
0.01282051282051282,4.5667361411183555e-05,5.167298971212148e-05,7.504317426576534e-05
0.006329113924050633,0.0001872429248571228,0.00021129211292210656,0.0003069619037567861
0.0031446540880503146,0.0007581070564541104,0.0008543352144039311,0.001241382951659098
