dr,L1_error,L2_error,Linfty_error
0.05555555555555555,0.23333100560455977,0.27181926044429805,0.41584960439022023
0.02631578947368421,0.12104205454359018,0.14025552500947097,0.22383050517418912
0.01282051282051282,0.06149331689651616,0.07111470441793565,0.11694530278640958
0.006329113924050633,0.03082646679933614,0.03562596298879311,0.05981263867011766
0.0031446540880503146,0.014810139881695118,0.017132239732609047,0.02931755692659266
