r,C(r)
0.0,7.05981263867082
0.006329113924050633,7.060453618461817
0.012658227848101266,7.062376557834807
0.0189873417721519,7.065795116613754
0.02531645569620253,7.0707627095818735
0.03164556962025317,7.077300702436433
0.0379746835443038,7.085419777780686
0.04430379746835443,7.095126039692969
0.05063291139240506,7.106423302940276
0.056962025316455694,7.119314110406734
0.06329113924050633,7.133800241808131
0.06962025316455696,7.149882991172825
0.0759493670886076,7.16756332870597
0.08227848101265822,7.1868420003985625
0.08860759493670886,7.207719592062188
0.09493670886075949,7.230196572019186
0.10126582278481013,7.254273320452494
0.10759493670886076,7.279950150123538
0.11392405063291139,7.307227321335527
0.12025316455696203,7.336105052959377
0.12658227848101267,7.3665835307035525
0.13291139240506328,7.398662913415222
0.13924050632911392,7.4323433379497486
0.14556962025316456,7.467624922981923
0.1518987341772152,7.504507772023591
0.15822784810126583,7.542991975838109
0.16455696202531644,7.583077614390835
0.17088607594936708,7.6247647584388085
0.17721518987341772,7.668053470836915
0.18354430379746836,7.712943807619201
0.18987341772151897,7.759435818900359
0.1962025316455696,7.807529549632147
0.20253164556962025,7.85722504024197
0.2088607594936709,7.908522327175094
0.21518987341772153,7.961421443357438
0.22151898734177214,8.015922418592629
0.22784810126582278,8.07202527990423
0.23417721518987342,8.129730051832086
0.24050632911392406,8.189036756689996
0.24683544303797467,8.249945414790696
0.25316455696202533,8.312456044643042
0.25949367088607594,8.376568663125491
0.26582278481012656,8.442283285639213
0.2721518987341772,8.509599926243745
0.27848101265822783,8.578518597777547
0.2848101265822785,8.64903931196545
0.2911392405063291,8.72116207951474
0.2974683544303797,8.794886910201319
0.3037974683544304,8.870213812947176
0.310126582278481,8.947142795890237
0.31645569620253167,9.025673866447526
0.3227848101265823,9.105807031372407
0.3291139240506329,9.187542296806583
0.33544303797468356,9.27087966832747
0.34177215189873417,9.355819150991435
0.3481012658227848,9.442360749373345
0.35443037974683544,9.530504467602865
0.36075949367088606,9.620250309397786
0.3670886075949367,9.711598278094725
0.37341772151898733,9.804548376677467
0.37974683544303794,9.899100607803154
0.3860759493670886,9.995254973826547
0.3924050632911392,10.09301147682255
0.3987341772151899,10.192370118607132
0.4050632911392405,10.29333090075686
0.4113924050632911,10.395893824627068
0.4177215189873418,10.500058891368884
0.4240506329113924,10.605826101945116
0.43037974683544306,10.713195457145197
0.43670886075949367,10.8221669575992
0.4430379746835443,10.932740603790968
0.44936708860759494,11.044916396070557
0.45569620253164556,11.158694334665881
0.4620253164556962,11.27407441969377
0.46835443037974683,11.391056651170363
0.47468354430379744,11.509641029020973
0.4810126582278481,11.62982755308942
0.4873417721518987,11.751616223146867
0.49367088607594933,11.875007038900202
0.5,12.0
