dr,L1_error,L2_error,Linfty_error
0.05555555555555555,0.23333100560455008,0.27181926044428584,0.4158496043902069
0.02631578947368421,0.12104205454375463,0.140255525009649,0.22383050517441827
0.01282051282051282,0.06149331689664277,0.07111470441805073,0.11694530278650817
0.006329113924050633,0.03082646679986728,0.035625962989350536,0.059812638670820206
