dr,c_analytique
0.01282051282051282,7.0
0.01282051282051282,7.003287310979619
0.01282051282051282,7.013149243918475
0.01282051282051282,7.029585798816568
0.01282051282051282,7.052596975673898
0.01282051282051282,7.082182774490467
0.01282051282051282,7.118343195266272
0.01282051282051282,7.1610782380013145
0.01282051282051282,7.2103879026955955
0.01282051282051282,7.266272189349113
0.01282051282051282,7.328731097961867
0.01282051282051282,7.397764628533859
0.01282051282051282,7.473372781065089
0.01282051282051282,7.555555555555555
0.01282051282051282,7.64431295200526
0.01282051282051282,7.739644970414201
0.01282051282051282,7.84155161078238
0.01282051282051282,7.950032873109796
0.01282051282051282,8.065088757396449
0.01282051282051282,8.186719263642342
0.01282051282051282,8.31492439184747
0.01282051282051282,8.449704142011834
0.01282051282051282,8.591058514135437
0.01282051282051282,8.738987508218278
0.01282051282051282,8.893491124260356
0.01282051282051282,9.05456936226167
0.01282051282051282,9.222222222222221
0.01282051282051282,9.396449704142011
0.01282051282051282,9.577251808021039
0.01282051282051282,9.764628533859304
0.01282051282051282,9.958579881656805
0.01282051282051282,10.159105851413543
0.01282051282051282,10.36620644312952
0.01282051282051282,10.579881656804734
0.01282051282051282,10.800131492439185
0.01282051282051282,11.026955950032873
0.01282051282051282,11.2603550295858
0.01282051282051282,11.500328731097962
0.01282051282051282,11.746877054569362
0.01282051282051282,12.0
